"Meldejahr","STATIONS_ID","Geschlecht","Inzidenz","Jahrestemperatur","Jahresniederschlag","LandkreisID","Kreis","Bevölkerung_Insg","Bevölkerungsentwicklung","Bevölkerung","Bundesland","Wintertemperatur","Wintertemperatur_Vorjahr","Frühlingsniederschlag","Sommerniederschlag","Sommertemperatur","Inzidenz_log","Gesamt_Inzidenz"
2015,"4336","männlich",10,10.55,618,"10041","Regionalverband Saarbrücken",330848,-0.03,162630,"Saarland",3.26666666666667,4.01333333333333,41.85,34.1333333333333,17.08,2.39789527279837,59
2015,"4336","männlich",10,10.55,618,"10045","Saarpfalz-Kreis",142419,-0.07,69192,"Saarland",3.26666666666667,4.01333333333333,41.85,34.1333333333333,17.08,2.39789527279837,59
2015,"4336","weiblich",17,10.55,618,"10041","Regionalverband Saarbrücken",330848,-0.03,168218,"Saarland",3.26666666666667,4.01333333333333,41.85,34.1333333333333,17.08,2.89037175789616,59
2015,"4336","weiblich",17,10.55,618,"10045","Saarpfalz-Kreis",142419,-0.07,73227,"Saarland",3.26666666666667,4.01333333333333,41.85,34.1333333333333,17.08,2.89037175789616,59
2016,"4336","männlich",9,9.84,854,"10041","Regionalverband Saarbrücken",330848,-0.03,162630,"Saarland",2.54,3.26666666666667,113.15,90.0333333333333,16.2466666666667,2.30258509299405,68
2016,"4336","männlich",9,9.84,854,"10045","Saarpfalz-Kreis",142419,-0.07,69192,"Saarland",2.54,3.26666666666667,113.15,90.0333333333333,16.2466666666667,2.30258509299405,68
2016,"4336","weiblich",19,9.84,854,"10041","Regionalverband Saarbrücken",330848,-0.03,168218,"Saarland",2.54,3.26666666666667,113.15,90.0333333333333,16.2466666666667,2.99573227355399,68
2016,"4336","weiblich",19,9.84,854,"10045","Saarpfalz-Kreis",142419,-0.07,73227,"Saarland",2.54,3.26666666666667,113.15,90.0333333333333,16.2466666666667,2.99573227355399,68
2017,"4336","männlich",7,10.17,960.2,"10041","Regionalverband Saarbrücken",330848,-0.03,162630,"Saarland",1.79,2.54,88.55,94.2333333333333,17.5533333333333,2.07944154167984,59
2017,"4336","männlich",7,10.17,960.2,"10045","Saarpfalz-Kreis",142419,-0.07,69192,"Saarland",1.79,2.54,88.55,94.2333333333333,17.5533333333333,2.07944154167984,59
2017,"4336","weiblich",12,10.17,960.2,"10041","Regionalverband Saarbrücken",330848,-0.03,168218,"Saarland",1.79,2.54,88.55,94.2333333333333,17.5533333333333,2.56494935746154,59
2017,"4336","weiblich",12,10.17,960.2,"10045","Saarpfalz-Kreis",142419,-0.07,73227,"Saarland",1.79,2.54,88.55,94.2333333333333,17.5533333333333,2.56494935746154,59
2018,"4336","männlich",22,11.12,893.1,"10041","Regionalverband Saarbrücken",330848,-0.03,162630,"Saarland",2.70666666666667,1.79,105.65,89.3666666666667,18.41,3.13549421592915,117
2018,"4336","männlich",22,11.12,893.1,"10045","Saarpfalz-Kreis",142419,-0.07,69192,"Saarland",2.70666666666667,1.79,105.65,89.3666666666667,18.41,3.13549421592915,117
2018,"4336","weiblich",23,11.12,893.1,"10041","Regionalverband Saarbrücken",330848,-0.03,168218,"Saarland",2.70666666666667,1.79,105.65,89.3666666666667,18.41,3.17805383034795,117
2018,"4336","weiblich",23,11.12,893.1,"10045","Saarpfalz-Kreis",142419,-0.07,73227,"Saarland",2.70666666666667,1.79,105.65,89.3666666666667,18.41,3.17805383034795,117
2019,"4336","männlich",8,10.72,919.1,"10041","Regionalverband Saarbrücken",330848,-0.03,162630,"Saarland",3.35666666666667,2.70666666666667,48.85,49.5,16.9966666666667,2.19722457733622,74
2019,"4336","männlich",8,10.72,919.1,"10045","Saarpfalz-Kreis",142419,-0.07,69192,"Saarland",3.35666666666667,2.70666666666667,48.85,49.5,16.9966666666667,2.19722457733622,74
2019,"4336","weiblich",12,10.72,919.1,"10041","Regionalverband Saarbrücken",330848,-0.03,168218,"Saarland",3.35666666666667,2.70666666666667,48.85,49.5,16.9966666666667,2.56494935746154,74
2019,"4336","weiblich",12,10.72,919.1,"10045","Saarpfalz-Kreis",142419,-0.07,73227,"Saarland",3.35666666666667,2.70666666666667,48.85,49.5,16.9966666666667,2.56494935746154,74
2020,"4336","männlich",17,11.24,841.1,"10041","Regionalverband Saarbrücken",330848,-0.03,162630,"Saarland",4.48333333333333,3.35666666666667,58.25,45.8333333333333,16.4133333333333,2.89037175789616,105
2020,"4336","männlich",17,11.24,841.1,"10045","Saarpfalz-Kreis",142419,-0.07,69192,"Saarland",4.48333333333333,3.35666666666667,58.25,45.8333333333333,16.4133333333333,2.89037175789616,105
2020,"4336","weiblich",16,11.24,841.1,"10041","Regionalverband Saarbrücken",330848,-0.03,168218,"Saarland",4.48333333333333,3.35666666666667,58.25,45.8333333333333,16.4133333333333,2.83321334405622,105
2020,"4336","weiblich",16,11.24,841.1,"10045","Saarpfalz-Kreis",142419,-0.07,73227,"Saarland",4.48333333333333,3.35666666666667,58.25,45.8333333333333,16.4133333333333,2.83321334405622,105
2021,"4336","männlich",8,9.7,1047.2,"10041","Regionalverband Saarbrücken",330848,-0.03,162630,"Saarland",3.11666666666667,4.48333333333333,129.1,143.7,15.8666666666667,2.19722457733622,59
2021,"4336","männlich",8,9.7,1047.2,"10045","Saarpfalz-Kreis",142419,-0.07,69192,"Saarland",3.11666666666667,4.48333333333333,129.1,143.7,15.8666666666667,2.19722457733622,59
2021,"4336","weiblich",13,9.7,1047.2,"10041","Regionalverband Saarbrücken",330848,-0.03,168218,"Saarland",3.11666666666667,4.48333333333333,129.1,143.7,15.8666666666667,2.63905732961526,59
2021,"4336","weiblich",13,9.7,1047.2,"10045","Saarpfalz-Kreis",142419,-0.07,73227,"Saarland",3.11666666666667,4.48333333333333,129.1,143.7,15.8666666666667,2.63905732961526,59
2022,"4336","männlich",3,11.52,804,"10041","Regionalverband Saarbrücken",330848,-0.03,162630,"Saarland",3.30666666666667,3.11666666666667,57.5,41.7666666666667,18.3766666666667,1.38629436111989,35
2022,"4336","männlich",3,11.52,804,"10045","Saarpfalz-Kreis",142419,-0.07,69192,"Saarland",3.30666666666667,3.11666666666667,57.5,41.7666666666667,18.3766666666667,1.38629436111989,35
2022,"4336","weiblich",8,11.52,804,"10041","Regionalverband Saarbrücken",330848,-0.03,168218,"Saarland",3.30666666666667,3.11666666666667,57.5,41.7666666666667,18.3766666666667,2.19722457733622,35
2022,"4336","weiblich",8,11.52,804,"10045","Saarpfalz-Kreis",142419,-0.07,73227,"Saarland",3.30666666666667,3.11666666666667,57.5,41.7666666666667,18.3766666666667,2.19722457733622,35
